

Time (s)	Laser Channel	Temperature	Aux In	
70.479190	88.000000	0.305322	0.000000
70.484190	88.000000	0.300075	0.000000
70.489190	88.000000	0.302696	0.000000
70.494190	88.000000	0.306560	0.000000
70.499190	88.000000	0.296363	0.000000
70.504190	88.000000	0.300223	0.000000
70.509190	88.000000	0.293739	0.000000
70.514190	88.000000	0.306559	0.000000
70.519190	88.000000	0.296221	0.000000
70.524190	88.000000	0.300219	0.000000
70.529190	88.000000	0.306568	0.000000
70.534190	88.000000	0.292644	0.000000
70.539190	88.000000	0.295121	0.000000
70.544190	88.000000	0.301463	0.000000
70.549190	88.000000	0.297596	0.000000
70.554190	88.000000	0.309183	0.000000
70.559190	88.000000	0.293740	0.000000
70.564190	88.000000	0.305460	0.000000
70.569190	88.000000	0.300239	0.000000
70.574190	88.000000	0.301604	0.000000
70.579190	88.000000	0.309181	0.000000
70.584190	88.000000	0.303276	0.000000
70.589190	88.000000	0.302709	0.000000
70.594190	88.000000	0.296359	0.000000
70.599190	88.000000	0.305607	0.000000
70.604190	88.000000	0.301747	0.000000
70.609190	88.000000	0.300220	0.000000
70.614190	88.000000	0.303129	0.000000
70.619190	88.000000	0.298981	0.000000
